Zip Code,City,County,PERIOD,MarketScore_hat,MEDIAN_SALE_PRICE_MOM,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PPSF_MOM,HOMES_SOLD,NEW_LISTINGS_YOY,MEDIAN_DOM,AVG_SALE_TO_LIST,SOLD_ABOVE_LIST,OFF_MARKET_IN_TWO_WEEKS
91701,Alta Loma,San Bernardino County,2025-06,79,0.005714286,0.000588928,-0.000167715,72,0.62962963,30.0,1.003083805,0.472222222,0.444444444
91702,Azusa,Los Angeles County,2025-12,69,0.032857143,-0.018141523,0.053386381,70,-0.1,50.5,1.00435053,0.428571429,0.24
91708,Chino,San Bernardino County,2025-03,61,0.065711988,-0.029806239,-0.011486259,58,0.276923077,53.0,1.004690103,0.465517241,0.150943396
91709,Chino Hills,San Bernardino County,2025-11,66,-0.047619048,-0.031067961,-0.008258185,123,-0.046357616,50.0,0.986062718,0.227642276,0.310606061
91710,Chino,San Bernardino County,2025-12,68,0.009696186,-0.019354839,0.037796577,98,-0.117021277,57.5,0.987821013,0.37755102,0.302083333
91722,Covina,Los Angeles County,2025-11,73,-0.016025641,-0.016949153,-0.025808696,46,0.333333333,42.5,1.002558431,0.586956522,0.359375
91724,Covina,Los Angeles County,2025-06,77,-0.034636872,-0.006357811,0.01851361,50,0.409090909,34.5,1.019050321,0.52,0.377358491
91730,Rancho Cucamonga,San Bernardino County,2025-11,68,0.002272727,-0.002871729,0.018178812,110,-0.077669903,50.0,0.990435744,0.3,0.292929293
91732,El Monte,Los Angeles County,2025-07,66,0.046542553,0.01717977,0.00065055,47,0.722222222,49.0,0.998581816,0.489361702,0.285714286
91733,South El Monte,Los Angeles County,2025-11,59,0.034712951,0.026143791,0.032967436,36,0.633333333,60.5,0.997893472,0.305555556,0.244444444
91737,Alta Loma,San Bernardino County,2025-05,86,0.05026738,-0.038880394,0.027485396,49,0.348484849,31.5,0.999114069,0.489795918,0.581818182
91739,Rancho Cucamonga,San Bernardino County,2025-01,69,-0.005714286,0.032773341,0.027000605,55,0.234042553,46.0,0.997108149,0.381818182,0.301587302
91740,Glendora,Los Angeles County,2025-11,73,0.0065625,-0.035684147,-0.05359066,36,-0.25,39.0,0.999825076,0.472222222,0.357142857
91741,Glendora,Los Angeles County,2025-11,66,-0.014,0.091370558,0.001924101,71,-0.134328358,49.5,0.996161599,0.323943662,0.246376812
91744,La Puente,Los Angeles County,2025-08,69,-0.020618557,0.0,-0.036665229,67,-0.027027027,48.0,1.005813468,0.462686567,0.309859155
91746,La Puente,Los Angeles County,2025-06,76,0.040666667,0.0,0.015161345,30,-0.297297297,42.0,1.003572792,0.566666667,0.304347826
91748,Rowland Heights,Los Angeles County,2025-06,81,0.062,0.017256637,0.013343849,46,0.15942029,28.0,0.997009581,0.413043478,0.446808511
91750,La Verne,Los Angeles County,2025-09,68,-0.005509642,-0.031830769,-0.014369379,68,-0.169230769,43.5,1.000858915,0.397058824,0.234375
91755,Monterey Park,Los Angeles County,2025-03,61,0.095928611,-0.144285714,-0.031867161,16,-0.111111111,51.5,0.996006439,0.4375,0.176470588
91758,Ontario,San Bernardino County,2025-05,22,-0.092727273,0.114615385,-0.243701575,4,-0.333333333,101.0,0.967742874,0.0,0.0
91759,Mt Baldy,Los Angeles County,2025-08,43,-0.122191011,-0.569469217,0.152670869,5,,63.0,0.927377902,0.0,0.0
91761,Ontario,San Bernardino County,2025-11,64,-0.017491138,0.017151035,-0.010367665,160,-0.175757576,50.0,0.997860909,0.375,0.152777778
91763,Montclair,San Bernardino County,2025-11,69,0.010204082,-0.00729927,-0.010088991,26,-0.085714286,35.5,0.9926336,0.307692308,0.275862069
91764,Ontario,San Bernardino County,2025-12,67,0.0,-0.004597701,-0.027257465,59,-0.45945946,52.0,0.998963744,0.389830509,0.269230769
91765,Diamond Bar,Los Angeles County,2025-09,66,-0.05,0.016259146,0.013414731,126,-0.083916084,54.0,0.98985699,0.333333333,0.256
91766,Pomona,Los Angeles County,2025-07,62,0.0,0.0,-0.007468551,80,0.168421053,49.5,0.994390156,0.3625,0.195121951
91767,Pomona,Los Angeles County,2025-12,66,-0.00147929,-0.051094891,-0.005280393,59,-0.14516129,54.0,1.0108378,0.491525424,0.210526316
91768,Pomona,Los Angeles County,2025-12,64,0.037344398,0.007259259,0.0,39,0.324324324,48.0,1.000777661,0.282051282,0.292682927
91775,San Gabriel,Los Angeles County,2025-08,91,0.0,0.036148148,0.020835043,30,0.078947368,22.0,1.094511468,0.666666667,0.454545455
91776,San Gabriel,Los Angeles County,2025-10,68,-0.01,-0.015544041,0.030093297,33,0.088235294,47.0,1.004844589,0.484848485,0.230769231
91780,Temple City,Los Angeles County,2025-08,72,0.004273504,-0.000834028,-0.024021869,44,0.224137931,42.0,1.018897296,0.477272727,0.344262295
91784,Upland,San Bernardino County,2025-04,81,-0.013658537,0.0,-0.003617041,59,0.192307692,33.5,1.010477461,0.542372881,0.458333333
91786,Upland,San Bernardino County,2025-08,64,0.004297521,-0.028794567,0.006651188,90,-0.219298246,49.0,0.98948994,0.366666667,0.175824176
91789,Walnut,Los Angeles County,2025-08,70,-0.031971581,-0.019238641,-0.000606597,49,-0.193548387,43.0,0.999278128,0.510204082,0.237288136
91792,West Covina,Los Angeles County,2025-08,80,-0.005025126,0.001253133,-0.011298284,33,0.128205128,38.0,1.004499997,0.606060606,0.444444444
91801,Alhambra,Los Angeles County,2025-04,84,0.005882353,0.020527516,0.067357946,46,-0.101449275,33.0,1.017503328,0.543478261,0.41509434
91803,Alhambra,Los Angeles County,2025-08,67,-0.139629897,0.018280665,0.0,22,-0.32,52.0,1.002867172,0.409090909,0.285714286
91804,Alhambra,Los Angeles County,2025-06,90,-0.107142857,0.05468327,-0.069350393,4,-0.25,37.5,1.01787778,0.75,0.666666667
91901,Alpine,San Diego County,2025-08,75,-0.119047619,0.0,-0.001704137,45,-0.072463768,27.5,1.009227085,0.466666667,0.275
91902,Bonita,San Diego County,2025-11,81,0.01,0.066666667,-0.027149902,33,-0.254901961,23.0,1.001049487,0.424242424,0.405405405
91905,Boulevard,San Diego County,2025-12,62,0.147816349,0.0,0.0,6,0.75,40.5,1.007811802,0.333333333,0.2
91906,Campo,San Diego County,2025-12,57,-0.059459459,-0.024437928,-0.114092991,9,-0.470588235,59.0,0.989861388,0.333333333,0.25
91910,Chula Vista,San Diego County,2025-12,80,-0.003333333,0.050967742,0.051119536,86,0.142857143,29.0,0.996016913,0.348837209,0.4
91911,Chula Vista,San Diego County,2025-05,87,-0.019074422,0.012903226,0.005309208,82,-0.073394495,20.0,1.004532268,0.56097561,0.426966292
91913,Chula Vista,San Diego County,2025-05,78,0.014358034,0.039323077,-0.013477755,112,0.282051282,26.5,1.003491777,0.508928571,0.327586207
91914,Chula Vista,San Diego County,2025-12,58,0.002083333,0.130548303,-0.039138929,22,-0.4,63.5,0.995090252,0.272727273,0.222222222
91915,Chula Vista,San Diego County,2025-06,75,0.047975078,-0.005924171,-0.006057259,74,-0.09,31.0,1.00130952,0.472972973,0.263157895
91917,Dulzura,San Diego County,2025-08,28,-0.045454545,,,2,,106.0,0.964068785,0.0,0.0
91932,Imperial Beach,San Diego County,2025-11,63,0.0,0.081730769,-0.003330499,45,-0.191176471,40.0,0.983936756,0.244444444,0.166666667
91934,Jacumba,San Diego County,2025-08,56,0.0,-0.086092715,0.031053959,1,0.0,69.0,1.0,0.0,0.333333333
91935,Jamul,San Diego County,2025-01,62,0.0,-0.045909091,0.017112696,17,0.304347826,54.5,0.983484043,0.352941177,0.272727273
91941,La Mesa,San Diego County,2025-06,88,0.11,-0.030379747,-0.022920625,70,-0.054545455,18.0,1.002177451,0.514285714,0.5
91942,La Mesa,San Diego County,2025-04,84,0.009975062,-0.01187439,-0.03376975,80,0.264367816,19.0,1.003848761,0.475,0.484848485
91945,Lemon Grove,San Diego County,2025-02,66,-0.032051282,-0.029126214,0.017492633,47,0.479166667,53.0,0.992712354,0.531914894,0.28
91948,Mount Laguna,San Diego County,2025-02,19,-0.124,-0.100456621,-0.197862088,5,1.0,89.0,0.936829931,0.0,0.0
91950,National City,San Diego County,2025-11,71,-0.020979021,0.0,-0.011779328,42,-0.196428571,45.0,0.996394914,0.476190476,0.3
91962,Pine Valley,San Diego County,2025-09,59,0.001865672,0.0,0.0,6,0.071428571,55.5,0.991732752,0.333333333,0.181818182
91963,Potrero,San Diego County,2025-03,18,0.598837209,0.073170732,-0.061844802,2,2.0,110.5,0.907933162,0.0,0.0
91977,Spring Valley,San Diego County,2025-06,83,0.01607717,0.011393685,-0.028959606,116,-0.061643836,22.5,1.00150476,0.551724138,0.375
91978,Spring Valley,San Diego County,2025-06,97,0.034688995,-0.06746114,0.032728801,17,0.222222222,10.0,1.019440634,0.588235294,0.64
92003,Bonsall,San Diego County,2025-07,54,0.0,-0.042311647,-0.028003384,21,0.24137931,53.0,0.985680003,0.285714286,0.125
92004,Borrego Springs,San Diego County,2025-03,62,-0.131886478,0.0,0.059097366,26,-0.166666667,39.0,0.962352603,0.115384615,0.184210526
92007,Cardiff By The Sea,San Diego County,2025-06,74,-0.005,0.016046213,-0.015020263,28,0.151515152,20.0,0.970125422,0.178571429,0.4
92008,Carlsbad,San Diego County,2025-12,48,0.01065449,-0.019699812,-0.026853603,89,-0.058823529,83.0,0.979063459,0.112359551,0.21686747
92009,Carlsbad,San Diego County,2025-02,76,-0.098015634,0.051486584,-0.046307226,106,0.238095238,27.0,0.991667755,0.320754717,0.4375
92011,Carlsbad,San Diego County,2025-06,79,-0.01875,-0.029714979,0.020257953,59,-0.012820513,22.0,0.994772721,0.338983051,0.38028169
92019,El Cajon,San Diego County,2025-05,77,0.013071895,-0.037233402,-0.001141984,91,0.028776978,27.5,0.994751642,0.351648352,0.377358491
92020,El Cajon,San Diego County,2025-04,85,-0.025495751,-0.009913259,0.009507094,63,-0.074380165,22.0,1.014680371,0.46031746,0.459770115
92021,El Cajon,San Diego County,2025-10,69,0.022508039,-0.006622517,-0.010527638,103,-0.141666667,37.0,0.992974705,0.339805825,0.212962963
92023,Encinitas,San Diego County,2025-05,99,0.052052786,0.0,0.0,1,,7.0,0.972881356,0.0,1.0
92025,Escondido,San Diego County,2025-09,68,-0.026392962,-0.037546934,-0.023661307,69,-0.010309278,44.0,0.982545909,0.289855073,0.337209302
92026,Escondido,San Diego County,2025-12,68,-0.044117647,0.033879235,0.003994895,121,-0.009345794,47.0,0.988573723,0.338842975,0.279069767
92028,Fallbrook,San Diego County,2025-12,65,0.034883721,-0.0273931,0.009583479,145,-0.189873418,51.0,0.982188246,0.296551724,0.207142857
92029,Escondido,San Diego County,2025-02,61,-0.006225681,0.156621392,0.006365199,39,0.793103448,65.0,0.983442693,0.230769231,0.405405405
92040,Lakeside,San Diego County,2025-06,85,-0.029625151,0.021671827,-0.011703062,96,0.064814815,16.0,1.000227536,0.510416667,0.405940594
92054,Oceanside,San Diego County,2025-03,72,-0.053196245,0.059187279,-0.031002652,86,0.055555556,32.0,0.985364942,0.244186047,0.371134021
92057,Oceanside,San Diego County,2025-08,72,0.056666667,-0.006666667,0.001400358,176,-0.024630542,36.0,0.987541373,0.318181818,0.25
92058,Oceanside,San Diego County,2025-06,74,-0.030909091,-0.110570236,0.016125854,36,-0.090909091,31.5,0.995609795,0.361111111,0.341463415
92060,Palomar Mountain,San Diego County,2025-07,75,-0.00968523,-0.023696682,0.164657337,5,0.2,20.0,0.984317756,0.0,0.333333333
92064,Poway,San Diego County,2025-07,73,0.051546392,-0.037327361,-0.050588159,102,0.138686131,28.5,0.991013904,0.294117647,0.346938776
92066,Ranchita,San Diego County,2025-09,27,1.158787879,-0.028421053,-0.087912088,1,,114.0,0.891391391,0.0,0.0
92067,Rancho Santa Fe,San Diego County,2025-10,44,0.108247423,-0.04301595,0.070036179,40,-0.048780488,101.0,0.950308433,0.075,0.194444444
92068,San Luis Rey,San Diego County,2025-08,68,-0.099190283,0.207227273,-0.001190794,15,-0.47826087,37.0,0.976866538,0.133333333,0.3
92069,San Marcos,San Diego County,2025-08,73,0.039959609,-0.066298343,0.005266963,91,-0.020618557,32.0,0.995950671,0.307692308,0.298076923
92070,Santa Ysabel,San Diego County,2025-07,62,0.0,0.257324841,0.216483229,2,0.333333333,30.5,1.0,0.0,0.0
92075,Solana Beach,San Diego County,2025-06,65,-0.056467316,0.093243243,-0.001685928,38,-0.064516129,25.0,0.968385462,0.105263158,0.204545455
92078,San Marcos,San Diego County,2025-08,73,0.0,-0.000909091,0.000530748,133,0.133757962,29.0,0.990433206,0.263157895,0.304054054
92081,Vista,San Diego County,2025-09,70,-0.01123022,-0.036458333,0.001719415,62,-0.352272727,47.0,0.997058079,0.322580645,0.314285714
92082,Valley Center,San Diego County,2025-06,65,-0.015714286,-0.029850746,0.039956014,56,-0.159574468,44.0,0.997553588,0.25,0.203703704
92084,Vista,San Diego County,2025-08,66,0.07106599,-0.046231156,0.005172161,94,-0.194915254,48.5,0.982845568,0.287234043,0.239583333
92086,Warner Springs,San Diego County,2025-06,66,0.008264463,-0.000172308,0.040492604,5,0.571428571,24.0,0.969769296,0.4,0.125
92091,Rancho Santa Fe,San Diego County,2025-04,70,0.479503272,-0.241941075,-0.003058812,14,0.1,44.0,0.957614446,0.142857143,0.466666667
92101,San Diego,San Diego County,2025-04,59,0.037542662,-0.00794702,-0.011624999,133,0.181818182,56.5,0.989957207,0.22556391,0.202702703
92103,San Diego,San Diego County,2025-01,63,0.045064378,0.076993166,0.013889391,100,0.444444444,50.0,0.98730635,0.21,0.282608696
92104,San Diego,San Diego County,2025-08,74,0.007667032,-0.101199551,-0.006178526,74,-0.093457944,29.0,0.993689792,0.432432432,0.267441861
92106,San Diego,San Diego County,2025-08,67,0.105263158,-0.056390977,0.005401395,53,-0.042253521,37.0,0.966173736,0.188679245,0.274509804
92108,San Diego,San Diego County,2025-07,63,-0.097122302,-0.016420361,-0.009331826,80,0.110091743,46.0,0.993392193,0.275,0.243589744
92109,San Diego,San Diego County,2025-12,66,0.0,-0.002750076,0.073683785,93,0.094736842,47.5,0.97225449,0.11827957,0.296703297
92111,San Diego,San Diego County,2025-04,90,-0.030769231,0.017789757,0.002234517,84,0.247311828,13.5,1.004305947,0.535714286,0.523255814
92113,San Diego,San Diego County,2025-11,69,0.0,0.005755396,0.044409237,48,-0.039215686,34.0,0.974402212,0.354166667,0.196078431
92114,San Diego,San Diego County,2025-09,81,-0.015645372,-0.000133333,-0.00037572,87,-0.173076923,28.0,0.997700269,0.540229885,0.352941177
92115,San Diego,San Diego County,2025-10,70,-0.081395349,0.070001529,-0.014317862,121,0.068181818,39.0,0.993464551,0.363636364,0.272058824
92116,San Diego,San Diego County,2025-07,69,-0.046808511,0.039256198,0.012698413,71,0.046511628,32.0,0.989280246,0.23943662,0.263157895
92117,San Diego,San Diego County,2025-11,77,0.013513514,0.026363636,-0.011678363,127,0.151785714,31.0,0.996874482,0.346456693,0.392592593
92120,San Diego,San Diego County,2025-02,80,0.033872599,-0.04575968,-0.001479227,68,-0.040540541,23.5,0.987575305,0.352941177,0.421875
92121,San Diego,San Diego County,2025-10,62,0.084705882,-0.05461624,-0.009452092,12,-0.357142857,27.5,0.983686591,0.083333333,0.125
92122,San Diego,San Diego County,2025-09,64,-0.110653864,-0.050062578,-0.012413071,70,0.139784946,34.0,0.983146854,0.157142857,0.246753247
92123,San Diego,San Diego County,2025-09,71,-0.05673409,0.011877738,0.002695787,69,0.469387755,35.0,0.994740096,0.289855073,0.358208955
92124,San Diego,San Diego County,2025-07,80,0.005670103,0.037234043,0.020712383,46,-0.166666667,19.5,0.985323606,0.260869565,0.4
92126,San Diego,San Diego County,2025-01,72,0.06043956,0.010922022,-0.018010474,95,0.036585366,29.0,0.986485645,0.231578947,0.329787234
92127,San Diego,San Diego County,2025-06,76,0.00591716,0.041516774,-0.021236648,113,-0.006451613,23.5,0.992632589,0.309734513,0.327433628
92130,San Diego,San Diego County,2025-02,80,0.26508344,0.013882003,0.008252251,88,0.421052632,25.0,0.994024315,0.363636364,0.402298851
92131,San Diego,San Diego County,2025-09,74,-0.000360881,-0.08138352,0.017532137,72,-0.590551181,28.0,0.981050554,0.236111111,0.287671233
92154,San Diego,San Diego County,2025-08,78,-0.018367347,-0.038332213,-0.001284031,104,0.113821138,28.0,1.008323644,0.596153846,0.282051282
92160,San Diego,San Diego County,2025-11,27,0.167741936,0.0,0.0,5,-0.5,143.0,0.914787381,0.4,0.0
92173,San Ysidro,San Diego County,2025-11,65,-0.115714286,-0.110473458,-0.051769005,19,-0.055555556,37.5,1.012048142,0.52631579,0.166666667
92196,San Diego,San Diego County,2025-04,59,0.0,,,1,,40.0,1.0,0.0,
92197,San Diego,San Diego County,2025-06,84,0.0,-0.077453303,-0.021160667,16,0.157894737,23.5,0.972502212,0.3125,0.642857143
92201,Indio,Riverside County,2025-06,50,-0.048672566,-0.005643901,0.012593548,137,-0.018348624,81.0,0.981476997,0.218978102,0.13986014
92203,Indio,Riverside County,2025-07,46,-0.008695652,0.00166778,0.014182767,160,-0.105504587,87.0,0.978738367,0.14375,0.097297297
92210,Indian Wells,Riverside County,2025-11,57,0.278772379,0.061497326,0.086278473,49,-0.139130435,76.0,0.954483601,0.040816327,0.276923077
92211,Palm Desert,Riverside County,2025-09,45,-0.019417476,0.002454992,0.003043188,201,0.135245902,99.0,0.96832343,0.07960199,0.212962963
92220,Banning,Riverside County,2025-04,66,0.002785515,0.005780354,0.026646551,122,0.383458647,43.0,0.990353223,0.278688525,0.235294118
92223,Beaumont,Riverside County,2025-11,62,-0.002830189,0.009624457,-0.02592006,176,-0.11440678,68.5,0.994859757,0.397727273,0.239130435
92225,Blythe,Riverside County,2025-11,40,-0.112195122,-0.061135371,-0.005391923,24,-0.130434783,129.0,0.935676302,0.166666667,0.409090909
92230,Cabazon,Riverside County,2025-12,79,0.046875,0.014704412,-0.06896547,2,0.5,56.5,1.007937937,1.0,0.5
92231,Calexico,Imperial County,2025-10,47,0.0125,-0.097387173,-0.018294176,18,1.133333333,81.0,0.986038091,0.444444444,0.181818182
92233,Calipatria,Imperial County,2025-06,79,0.0,-0.186046512,0.170967742,3,,8.0,1.009359772,0.666666667,0.0
92234,Cathedral City,Riverside County,2025-12,56,-0.019417476,0.0,-0.014562772,144,-0.160194175,71.0,0.971683292,0.145833333,0.243589744
92236,Coachella,Riverside County,2025-01,64,-0.04776075,0.0,-0.057007887,22,-0.235294118,54.0,0.985392379,0.227272727,0.375
92240,Desert Hot Springs,Riverside County,2025-07,52,-0.031862745,0.001128758,-0.000507728,137,0.107344633,73.0,0.984747156,0.277372263,0.12345679
92241,Desert Hot Springs,Riverside County,2025-11,60,-0.060035842,-0.000181818,-0.014045113,10,1.111111111,34.5,0.969446455,0.2,0.272727273
92243,El Centro,Imperial County,2025-06,68,0.005479452,0.0,-0.015778234,48,-0.032786885,43.5,0.987565436,0.3125,0.31147541
92249,Heber,Imperial County,2025-12,87,-0.066056911,-0.033333333,-0.10569117,2,0.0,10.5,1.016824743,1.0,0.333333333
92251,Imperial,Imperial County,2025-04,84,0.016337602,-0.029292414,-0.079053031,47,0.137254902,18.0,1.002112956,0.574468085,0.483333333
92253,La Quinta,Riverside County,2025-07,54,-0.038046954,-0.007152146,-0.027942648,300,-0.142857143,73.0,0.964351263,0.09,0.177474403
92254,Mecca,Riverside County,2025-11,61,0.0,0.3,0.0,2,-0.75,23.0,1.0,0.0,0.0
92255,Palm Desert,Riverside County,2025-08,31,0.0,,,1,,126.0,0.938673342,0.0,
92256,Morongo Valley,San Bernardino County,2025-09,50,0.086956522,0.090625,-0.017637146,16,0.166666667,61.5,0.971764841,0.125,0.133333333
92257,Niland,Imperial County,2025-07,18,0.0,-0.123004036,0.382155517,1,,189.0,0.946666667,0.0,0.0
92258,North Palm Springs,Riverside County,2025-08,0,0.0,0.0,0.0,1,-0.5,432.0,0.875,0.0,0.0
92260,Palm Desert,Riverside County,2025-10,42,0.024576271,0.103092784,0.052277683,128,-0.112449799,111.5,0.958560034,0.0859375,0.187134503
92262,Palm Springs,Riverside County,2025-12,53,-0.016129032,0.063309353,0.064734002,205,0.049230769,82.5,0.967266208,0.102439024,0.18061674
92263,Palm Springs,Riverside County,2025-11,100,0.235294118,0.0,0.0,1,0.5,1.0,1.0,0.0,1.0
92264,Palm Springs,Riverside County,2025-04,56,0.040860215,-0.05862069,-0.017533088,206,0.084415584,63.0,0.970422483,0.087378641,0.222689076
92268,Pioneertown,San Bernardino County,2025-12,40,-0.473684211,-0.201925005,-0.087250868,1,0.666666667,38.0,1.0,0.0,0.0
92270,Rancho Mirage,Riverside County,2025-11,47,-0.045822102,-0.041414141,-0.019404783,149,0.255892256,84.0,0.951966703,0.040268456,0.251497006
92273,Seeley,Imperial County,2025-07,48,0.0,,,1,,66.0,0.888252149,0.0,
92274,Thermal,Riverside County,2025-08,43,-0.034482759,0.016129032,0.015647616,15,-0.25,99.0,0.98360649,0.333333333,0.071428571
92276,Thousand Palms,Riverside County,2025-10,33,-0.085,0.000122515,0.066610918,10,0.3,133.5,0.971296736,0.3,0.133333333
92277,Twentynine Palms,San Bernardino County,2025-05,51,0.02734375,0.06785905,-0.000448873,93,0.005681818,76.5,0.980212241,0.268817204,0.133858268
92282,White Water,Riverside County,2025-04,36,0.0,0.0,0.0,5,0.166666667,123.0,0.990767663,0.2,0.2
92283,Winterhaven,Imperial County,2025-11,0,-0.775757576,,,1,,252.0,0.929648241,0.0,
92284,Yucca Valley,San Bernardino County,2025-08,50,0.0,0.029810298,-0.001948323,141,-0.11627907,84.0,0.978575074,0.234042553,0.151724138
92285,Landers,San Bernardino County,2025-12,27,0.25,0.000140865,-0.055664511,10,0.391304348,137.0,0.94416825,0.1,0.230769231
92305,Angelus Oaks,San Bernardino County,2025-06,28,1.1,0.035294118,0.0078125,4,-0.1875,166.5,0.953069562,0.0,0.25
92307,Apple Valley,San Bernardino County,2025-12,63,-0.02238806,0.0,0.00633526,127,0.103174603,62.0,0.994670806,0.448818898,0.208633094
92308,Apple Valley,San Bernardino County,2025-12,59,0.014814815,-0.0238072,0.003893639,150,-0.228070175,76.0,0.994885633,0.4,0.186206897
92311,Barstow,San Bernardino County,2025-09,59,0.016190476,-0.008773684,0.018721644,82,-0.099099099,68.0,0.988998593,0.402439024,0.172043011
92313,Grand Terrace,San Bernardino County,2025-11,65,-0.025210084,-0.001694915,0.025159437,25,0.0,41.5,0.992191501,0.4,0.16
92314,Big Bear City,San Bernardino County,2025-12,33,0.003846154,-0.03859236,-0.024792108,90,-0.142857143,124.0,0.970007617,0.144444444,0.136363636
92315,Big Bear Lake,San Bernardino County,2025-03,34,0.02832618,-2e-05,-0.028209513,99,0.211640212,129.0,0.969524154,0.191919192,0.203703704
92316,Bloomington,San Bernardino County,2025-03,73,-0.017857143,-0.017417299,0.038425398,23,0.0625,51.0,0.993930456,0.47826087,0.4
92324,Colton,San Bernardino County,2025-09,70,0.03,0.0,-0.017258239,72,0.064516129,41.0,0.985263441,0.430555556,0.302083333
92325,Crestline,San Bernardino County,2025-02,38,-0.012,0.025974026,0.02886473,58,0.289855073,123.0,0.9681302,0.224137931,0.228070175
92326,Crest Park,San Bernardino County,2025-10,35,0.0,0.090743772,0.073316632,1,,99.0,0.975903615,0.0,0.0
92327,Daggett,San Bernardino County,2025-11,0,-0.31875,-0.26199508,-0.747964982,2,0.0,279.0,0.9004004,0.0,0.0
92333,Fawnskin,San Bernardino County,2025-12,40,-0.1113381,0.338823529,-0.096653331,17,0.461538462,93.0,0.954139898,0.176470588,0.217391304
92336,Fontana,San Bernardino County,2025-07,72,-0.012629109,0.009352597,0.004517838,196,0.0,41.0,1.001784114,0.443877551,0.221698113
92337,Fontana,San Bernardino County,2025-07,80,-0.024390244,0.001585142,-0.052815557,45,0.166666667,28.0,1.01652539,0.711111111,0.350877193
92339,Forest Falls,San Bernardino County,2025-11,34,-0.111111111,0.006675567,0.029027401,7,1.5,112.0,0.964241521,0.428571429,0.125
92341,Green Valley Lake,San Bernardino County,2025-08,71,0.0,-0.023319616,-0.094238818,9,-0.268292683,12.0,0.908974026,0.111111111,0.388888889
92344,Hesperia,San Bernardino County,2025-10,59,0.015306513,0.011884254,-0.002441195,88,0.10989011,64.0,1.000719176,0.386363636,0.178217822
92352,Lake Arrowhead,San Bernardino County,2025-11,34,-0.009380863,-0.014306152,-0.037913904,136,-0.02027027,126.0,0.964610771,0.147058824,0.177631579
92354,Loma Linda,San Bernardino County,2025-08,55,-0.009005127,0.014513788,-0.000478601,53,0.457142857,64.5,0.99913324,0.283018868,0.206896552
92356,Lucerne Valley,San Bernardino County,2025-10,66,0.072727273,-0.068965517,-0.030394338,21,-0.136363636,49.0,0.95193082,0.428571429,0.3
92358,Lytle Creek,San Bernardino County,2025-12,32,0.099502488,-0.10630692,-0.053840207,4,,87.5,0.969130805,0.0,0.0
92359,Mentone,San Bernardino County,2025-11,70,-0.064864865,0.0,0.066695594,13,-0.153846154,64.0,1.000619991,0.384615385,0.4
92366,Mountain Pass,San Bernardino County,2025-11,33,0.307692308,-0.03226129,-0.224383385,7,0.222222222,78.0,0.926030118,0.285714286,0.0
92368,Oro Grande,San Bernardino County,2025-06,0,0.0,0.287037037,-0.068650495,3,1.0,211.0,1.000029315,0.333333333,0.0
92373,Redlands,San Bernardino County,2025-04,71,-0.011683849,0.041666667,0.017195284,66,0.150537634,43.0,0.987738746,0.242424242,0.390243902
92376,Rialto,San Bernardino County,2025-12,60,-0.004702186,0.008948938,0.007412862,106,0.151162791,62.0,0.998900622,0.358490566,0.190476191
92377,Rialto,San Bernardino County,2025-05,66,0.003731343,-0.02237037,0.001498684,46,0.34,48.5,1.001720579,0.347826087,0.307692308
92378,Rimforest,San Bernardino County,2025-04,0,,,,1,-0.25,384.0,0.986666667,0.0,0.0
92382,Running Springs,San Bernardino County,2025-09,46,-0.006228374,-0.035233062,-0.008110822,51,-0.168421053,93.0,0.97958563,0.215686275,0.189655172
92385,Skyforest,San Bernardino County,2025-12,32,0.158536585,-0.006315789,0.011471833,13,-0.578947368,132.0,0.93622511,0.153846154,0.125
92386,Sugarloaf,San Bernardino County,2025-01,31,-0.029051988,-0.008836524,-0.010176701,42,0.043478261,117.0,0.957380276,0.095238095,0.102564103
92391,Twin Peaks,San Bernardino County,2025-11,52,0.090116279,-0.07651715,0.108605135,17,0.352941177,75.0,0.977758188,0.176470588,0.157894737
92392,Victorville,San Bernardino County,2025-03,68,0.017899504,-0.021737004,0.020038279,111,-0.073732719,55.0,0.997650423,0.441441441,0.256756757
92393,Victorville,San Bernardino County,2025-09,100,0.018518519,,,1,,42.0,1.018518519,1.0,1.0
92394,Victorville,San Bernardino County,2025-09,64,0.000257538,-0.000229885,0.001292976,63,0.043859649,64.0,0.99547973,0.571428571,0.234693878
92395,Victorville,San Bernardino County,2025-08,65,0.0,0.011612038,0.002428314,129,-0.160220995,67.5,0.998770443,0.503875969,0.234899329
92397,Wrightwood,San Bernardino County,2025-06,54,-0.016042781,-0.025695931,0.036785453,29,-0.019230769,69.0,0.983661418,0.344827586,0.111111111
92398,Yermo,San Bernardino County,2025-10,51,-0.130478261,-0.00021177,-0.152209924,3,-0.2,35.0,0.96336605,0.333333333,0.0
92399,Yucaipa,San Bernardino County,2025-10,74,0.051991648,-0.013784613,0.034127308,117,-0.069444444,47.5,0.998995645,0.427350427,0.341085271
92402,San Bernardino,San Bernardino County,2025-10,44,1.395714286,-0.161936561,0.165644981,2,1.0,82.5,0.886762254,0.0,0.0
92404,San Bernardino,San Bernardino County,2025-09,67,-0.008919722,-0.044949444,0.016046938,86,-0.119047619,62.5,0.997662733,0.488372093,0.298076923
